v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,b late love mum,,,
ham,got mail panren paru,,,
ham,think chuckin ur red green n black trainner NUMBER save carryin bac train,,,
ham,give one miss number pleas,,,
ham,ju came back fr lunch wif si u leh,,,
ham,schedul next week town weekend,,,
ham,realli good dhanush rock,,,
ham,lmao ok wont need u hair anymor,,,
ham,miss ya need ya want ya love ya,,,
ham,sorri free,,,
ham,u ever get song stuck head reason go away til u listen like NUMBER time,,,
ham,nt yet chikku simpl habba hw abt u,,,
ham,got ur mail dileep thank muchand look forward lot support less contact rememb one venugop mention tomorrow late shall tri come till goodnight dear,,,
ham,sometim heart remembr someon much forget someon soon bcoz heart like everyon like one rememb everytim bslvyl,,,
ham,joy father john john name joy father mandan,,,
spam,hi NUMBER ibh custom loyalti offer new nokia6600 mobil å NUMBER txtauction txt word start NUMBER get 4t,,,
ham,hi yiju regard NUMBER textbook intro algorithm second edit sell dollar50,,,
spam,sm auction nokia 7250i get win free auction take part send nokia NUMBER hg suite342 2land row w1jhl NUMBER,,,
ham,k want us come,,,
ham,littl difficult simpl way enter place,,,
ham,ha us e thing got tv NUMBER watch u thk NUMBER go tonight u alreadi haf smth mind,,,
ham,dont show far put new pictur facebook,,,
ham,watch tv got new job,,,
ham,good afternoon sexi bun goe job search wake first thought alway love wish fine happi know ador,,,
ham,come whatev want,,,
ham,ok chikku NUMBER favourit song,,,
ham,u see post facebook,,,
spam,call freephon NUMBER NUMBER NUMBER,,,
spam,buy space invad NUMBER chanc NUMBER win orig arcad game consol press NUMBER game arcad std wap charg see o2 co uk game NUMBER term set purchas,,,
ham,NUMBER wonder world 7th 6th ur style 5th ur smile 4th ur person 3rd ur natur 2nd ur sm 1st ur love friendship good morn dear,,,
spam,loan purpos å NUMBER å NUMBER NUMBER homeown tenant welcom previous refus still help call free NUMBER NUMBER text back help,,,
spam,big brother alert comput select u 10k cash NUMBER voucher call NUMBER ntt po box cro1327 NUMBER bt landlin cost 150ppm mobil vari,,,
ham,oh well c u later,,,
ham,uncl atlanta wish guy great semest,,,
ham,dear free messag without recharg hi hi hi,,,
ham,dont search love let love find u that call fall love bcoz u dont forc u fall u know smeon hold u bslvyl,,,
ham,dun believ u thk u told,,,
ham,know god creat gap finger one made come amp fill gap hold hand love,,,
ham,ye sura sun tv lol,,,
ham,arun u transfr amt,,,
ham,takin shower yeah leav done,,,
ham,work eye philosophi text u later bit free chat,,,
ham,u havenåõt lost ill alway b 4u didnåõt intend NUMBER hurt u never knew u felt iwa marin thatåõ itried2tel urmom careabout u,,,
spam,win winner mr foley ipod excit prize soon keep eye ur mobil visit url win NUMBER co uk,,,
ham,bad girl still rememb,,,
ham,much gave morn,,,
ham,hope alright babe worri might felt bit despar learn job fake wait come back love,,,
ham,hey tell blake address carlo want meet got lost answer phone,,,
ham,get opinion someth first,,,
ham,one week leav put know time,,,
ham,hit move,,,
ham,excel spent lt gt year air forc iraq afghanistan stabl honest like travel,,,
ham,wanna watch movi,,,
ham,ok lor thanx ìï school,,,
ham,class get text,,,
ham,bu leav lt gt,,,
ham,god bless get good sleep dear pray,,,
spam,today voda number end NUMBER select receiv å 50award match pleas call NUMBER quot claim code NUMBER standard rate app,,,
ham,nice day today love dearli,,,
ham,aiyo bit pai seh ì_ noe scare dun rem die hee becom better lookin oredi leh,,,
ham,aight ask roommat,,,
ham,what hous beer,,,
ham,ì_ wan NUMBER meet n combin part da rest da project go,,,
ham,get ticket NUMBER walsal tue NUMBER th march mate get sat ill pay treat want NUMBER go txt bak terri,,,
ham,ye chat,,,
ham,hi jess dont know work call u im home eve xxx,,,
ham,sian aft meet supervisor got work NUMBER liao u work,,,
ham,go write ccna exam week,,,
ham,well watch shrek 3d b,,,
ham,much dirti fellow,,,
ham,dunno dat wat told ok lor,,,
ham,probabl tomorrow even later tonight someth go,,,
ham,say die man feel sad go want know would probabl gone late night,,,
ham,think lift one,,,
ham,u dun wan u dun like alreadi ah wat u still eat,,,
ham,sent ur email id soon,,,
ham,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem,,,
ham,dude teresa hope okay didnt hear peopl call receiv packag sinc dec lt gt thot ld like know fantast year best read plu realli realli bam first aid usml work done,,,
ham,hey gorgeou man work mobil number good one babe squishi mwah,,,
ham,may call later pl,,,
spam,hottest pic straight phone see get wet want xx text pic NUMBER txt cost 150p textoper g696ga NUMBER xxx,,,
ham,way stay oh,,,
ham,hello thanx take call got job start monday,,,
ham,time ur flight tmr,,,
ham,come,,,
ham,rather promin bite mark right cheek,,,
ham,septemb,,,
ham,wet right,,,
ham,husband,,,
spam,hack chat get backdoor entri NUMBER chat room fraction cost repli neo69 call NUMBER subscrib 25p pm dp bcm box NUMBER ldn wc1n3xx,,,
ham,norm tomorrow finish NUMBER NUMBER co st test need sort librari stuff point tomo got letter today access til end march better get move,,,
ham,yeah got list u joanna feel realli anti social,,,
ham,offic na,,,
ham,comingdown later,,,
ham,super da good replac murali,,,
ham,da good good player unsold,,,
ham,hi u want join st later meet five call u class,,,
ham,engalnd telli decid let watch mia elliot kiss damn,,,
spam,free nokia motorola upto 12mth NUMBER 2price linerent NUMBER free x net min 100txt mth free b tooth call mobileupd8 NUMBER call 2optout d3wv,,,
ham,dont want hear philosophi say happen,,,
ham,got job wipro get everi thing life NUMBER NUMBER year,,,
ham,cant get da laptop matric card wif ì_ lei,,,
ham,dunno da next show aft NUMBER NUMBER toa payoh got NUMBER,,,
spam,2nd time tri NUMBER contact u u NUMBER pound prize NUMBER claim easi call NUMBER 10p per min bt nation rate,,,
ham,made payment dont much sorri would want fedex way,,,
ham,play one day last year know even though good team like india,,,
ham,k girl wait recept ah,,,
ham,say slowli god love amp need clean heart blood send ten special peopl amp u c miracl tomorrow pl pl,,,
ham,hate turn fun shop trip annoy day everyth would look hous,,,
ham,sir wait call,,,
ham,want come onlin,,,
ham,could work reach consensu next meet,,,
ham,aiyah wait lor u entertain hee,,,
ham,last thing ever want hurt think would laugh embarass delet tag keep go far knew even fact even felt like would hurt show realli know messi wednesday bad problem time clean choos skype take pictur sleep want go mind thing make bed throw laundri top friend hous embarass underwear bra strewn bed pillow floor someth els use good least make bed,,,
ham,let know kick,,,
ham,call ok said call,,,
ham,call number avail appoint ask connect call wahe fathima,,,
ham,ì_ go buy wif meet ì_ later,,,
ham,mmmm fuck fair know weak grin push knee expos belli pull head forget know wick smile,,,
ham,today system sh get readi well also deep well,,,
ham,mom want know,,,
ham,aight text back,,,
ham,dont know support ass srt thnk think ps3 play usb,,,
ham,oh ok didnt know meant yep babi jontin,,,
spam,guarante å NUMBER cash å NUMBER prize claim yr prize call custom servic repres,,,
spam,would like see xxx pic hot nearli ban uk,,,
spam,hmv bonu special NUMBER pound genuin hmv voucher answer NUMBER easi question play send hmv NUMBER info url 100percent real com,,,
ham,watch tv got new job,,,
ham,pen thing beyond joke wont biro master ever,,,
ham,parti alex nichol,,,
spam,u secret admir look NUMBER make contact u find r reveal think ur special call NUMBER,,,
ham,see miss call dear brother gr8 day,,,
ham,ok ìï finish soon,,,
ham,sorri help,,,
ham,come slave go shell unconsci avoid make unhappi,,,
ham,love ass enjoy doggi style,,,
ham,think ask gym excus lazi peopl jog,,,
spam,dear 0776xxxxxxx u invit xchat final attempt contact u txt chat NUMBER 150p msgrcvdhg suite342 2land row w1j6hl ldn 18yr,,,
spam,urgent pleas call NUMBER landlin abta complimentari NUMBER tenerif holiday å NUMBER cash await collect sae cs box NUMBER cw25wx 150ppm,,,
ham,way home long dri spell season would,,,
ham,gotta collect da car NUMBER lei,,,
ham,ok knacker came home went sleep good full time work lark,,,
ham,probabl earlier station think,,,
spam,call NUMBER listen extrem dirti live chat go offic right total privaci one know sic listen 60p min NUMBER 7mp NUMBER,,,
ham,good morn plz call sir,,,
spam,freemsg hey u got NUMBER video pic fone repli wild txt ill send u pic hurri im bore work xxx NUMBER 150p rcvd stop2stop,,,
ham,uh head much left,,,
ham,tot u outsid co darren say u come shop cours nice wat ju went sim lim look mp3 player,,,
ham,aight sound good want come,,,
ham,wat would u like NUMBER ur birthday,,,
ham,love work home,,,
ham,miss vday parachut doubl coin u must know well,,,
ham,sorri call later,,,
ham,sister got place birla soft da,,,
spam,free entri NUMBER weekli comp chanc win ipod txt pod NUMBER get entri std txt rate c appli NUMBER detail NUMBER,,,
ham,wah oki oki muz make use e unlimit haha,,,
ham,peopl mu tabl lambda,,,
ham,stop old man get build snowman snow angel snowbal fight,,,
ham,ello babe u ok,,,
ham,hello beauti r u ok kinda ad row wiv walk pub want night wiv u miss u,,,
ham,u go ikea str aft dat,,,
ham,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer,,,
ham,lol grr mom take forev prescript pharmaci like NUMBER minut away ugh,,,
ham,real tho suck even cook whole electr hungri,,,
ham,want go,,,
spam,new textbuddi chat NUMBER horni guy ur area NUMBER 25p free NUMBER receiv search postcod gaytextbuddi com txt one name NUMBER NUMBER rpl stop NUMBER cnl,,,
ham,time month mid time,,,
ham,fffff text kadeem far gone,,,
ham,leav yet ok lor go elsewher n eat u thk,,,
ham,fujitsu seri lifebook good,,,
ham,yar want NUMBER scold u yest late alreadi got zhong se qing u ask b4 ask go w u lor n u still act real,,,
ham,dont know bring food,,,
ham,current food alon also,,,
ham,sch fr NUMBER NUMBER dun haf da book sch home,,,
ham,hello go villag pub NUMBER either come accordingli ok,,,
ham,ok,,,
ham,call like lt gt time oh give us hypertens oh,,,
ham,dont give monkey wot think certainli mind friend mine sleep wiv wud annoyin,,,
ham,omg could snow tonit,,,
spam,call NUMBER tell u NUMBER call NUMBER claim å NUMBER prize u NUMBER enter ur mobil person detail emailadress prompt care,,,
spam,free 1st week entri NUMBER textpod NUMBER chanc NUMBER win 40gb ipod å NUMBER cash everi wk txt vpod NUMBER ts cs url textpod net custcar NUMBER,,,
ham,carri disturb,,,
ham,pa tell went bath,,,
ham,ju finish avatar nigro,,,
ham,r u scratch,,,
ham,hope great day,,,
ham,either idea know anyplac someth,,,
ham,plan usual stop find hella weed," smoke hella weed\""""",,
ham,fact clean show know upset prioriti constantli want,"\"" not \""what i need to do.\""""",,
ham,excel readi moan scream ecstasi,,,
spam,peopl dog area call NUMBER join like mind guy arrang NUMBER NUMBER even aå NUMBER NUMBER minapn ls278bb,,,
ham,dude avatar 3d imp one point thought actual fli room almost tri hittng one reflex,,,
spam,well done NUMBER costa del sol holiday å NUMBER await collect call NUMBER toclaim sae tc pobox334 stockport sk38xh costå NUMBER NUMBER pm max10min,,,
ham,k k cant come search job,,,
ham,got lousi sleep kept wake everi NUMBER hour see cat want come worri cold,,,
ham,yeah leav coupl minut amp let know get mu,,,
ham,ì_ call NUMBER NUMBER make sure dat woken,,,
ham,hey go jazz power yoga hip hop kb yogasana,,,
ham,batteri mr adewal uncl aka egbon,,,
ham,cant pick phone right pl send messag,,,
ham,wait NUMBER min stand bu stop,,,
ham,oh ic thought meant mari jane,,,
ham,haha realli oh deduct lesson tmr,,,
ham,nah im goin NUMBER wrk j wot bout u,,,
ham,eat shit wait ur monkey face bitch u asshol,,,
ham,good night go sleep,,,
ham,aight grab someth eat text back mu,,,
ham,k k cant come search job,,,
ham,take someth pain move howev side next 6hr see doctor,,,
ham,lol oh babe wont slide place midnight thank invit,,,
ham,howz person stori,,,
spam,guess somebodi know secretli fanci wanna find give us call NUMBER landlin datebox1282essexcm61xn 150p min NUMBER,,,
ham,lol would awesom payback,,,
spam,NUMBER NUMBER free text messag valid NUMBER decemb NUMBER,,,
ham,ye complet form clark also utter wast,,,
ham,honeybe said sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gm gn ge gn,,,
ham,thank tesco quit nice gone speak soon,,,
ham,featheri bowa someth guy know,,,
ham,even cant close eye vava play umma,,,
ham,NUMBER laptop noe infra slow lar wan fast one,,,
spam,guarante å NUMBER award even å NUMBER cashto claim ur award call free NUMBER NUMBER NUMBER stop getstop NUMBER php,,,
ham,nvm ok,,,
ham,enjoy ur life good night,,,
ham,ye meet town co go gep home could text bu stop worri finish march û_ ish,,,
ham,askd u question hour answer,,,
ham,that cool cum,,,
ham,delhi chennai still silent,,,
ham,lol alright thinkin haha,,,
spam,repli win å NUMBER weekli NUMBER fifa world cup held send stop NUMBER end servic,,,
ham,boat still mom check yo half nake,,,
ham,shhhhh nobodi suppos know,,,
ham,sorri call later,,,
ham,sorri call later meet thing relat trade pleas call arul lt gt,,,
ham,hey late amk need drink tea coffe,,,
ham,wnt buy bmw car urgent vri urgent hv shortag lt gt lac sourc arng di amt lt gt lac that prob,,,
spam,urgent pleas call NUMBER landlin abta complimentari NUMBER tenerif holiday NUMBER cash await collect sae cs box NUMBER cw25wx NUMBER ppm,,,
ham,length e e top shorter n got fring thk go liao lazi dun wan NUMBER distract u also,,,
ham,antha num corrct dane,,,
ham,call messag miss call,,,
ham,sorri call later,,,
ham,basket gettin full might tonight,,,
ham,hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,,,
ham,valentin huh proof fb page ugh glad realli watch rupaul show tool,,,
spam,free tone hope enjoy new content text stop NUMBER unsubscrib help 08712400602450p provid tones2y co uk,,,
ham,eh den sat u book e kb liao huh,,,
ham,practis curtsey,,,
ham,shall come get pickl,,,
ham,lol boo hope laugh,,,
ham,yeh def up4 someth sat,"JUST GOT PAYED2DAY & I HAVBEEN GIVEN Aå£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\""""",,
